step,cd_proxy,cl_proxy,mass,effective_re,tau,probe_vorticity,max_speed
4371,5.4276201296,-0.0069069326,1.0044028478,100.000000,0.54628571,-0.0044123402,0.0764244025
4373,5.4268264625,-0.0060859083,1.0044041797,100.000000,0.54628571,-0.0044125527,0.0764246364
4375,5.4259228949,-0.0052134909,1.0044055227,100.000000,0.54628571,-0.0044127621,0.0764248549
4377,5.4249076692,-0.0042985764,1.0044068764,100.000000,0.54628571,-0.0044129683,0.0764250450
4379,5.4237810426,-0.0033503003,1.0044082402,100.000000,0.54628571,-0.0044131713,0.0764251938
4381,5.4225452599,-0.0023779234,1.0044096135,100.000000,0.54628571,-0.0044133709,0.0764252891
4383,5.4212044656,-0.0013907147,1.0044109957,100.000000,0.54628571,-0.0044135669,0.0764253193
4385,5.4197645647,-0.0003978382,1.0044123859,100.000000,0.54628571,-0.0044137593,0.0764252745
4387,5.4182330415,0.0005917546,1.0044137835,100.000000,0.54628571,-0.0044139478,0.0764251461
4389,5.4166187465,0.0015694215,1.0044151874,100.000000,0.54628571,-0.0044141324,0.0764249277
4391,5.4149316638,0.0025269140,1.0044165969,100.000000,0.54628571,-0.0044143128,0.0764246150
4393,5.4131826668,0.0034564465,1.0044180109,100.000000,0.54628571,-0.0044144890,0.0764242060
4395,5.4113832729,0.0043507503,1.0044194286,100.000000,0.54628571,-0.0044146606,0.0764237015
4397,5.4095454055,0.0052031138,1.0044208490,100.000000,0.54628571,-0.0044148276,0.0764231045
4399,5.4076811688,0.0060074084,1.0044222711,100.000000,0.54628571,-0.0044149898,0.0764224206
4401,5.4058026413,0.0067581051,1.0044236941,100.000000,0.54628571,-0.0044151468,0.0764216577
4403,5.4039216919,0.0074502826,1.0044251169,100.000000,0.54628571,-0.0044152987,0.0764208253
4405,5.4020498193,0.0080796311,1.0044265389,100.000000,0.54628571,-0.0044154452,0.0764199346
4407,5.4001980163,0.0086424538,1.0044279590,100.000000,0.54628571,-0.0044155862,0.0764189979
4409,5.3983766574,0.0091356679,1.0044293767,100.000000,0.54628571,-0.0044157215,0.0764180277
4411,5.3965954093,0.0095568070,1.0044307912,100.000000,0.54628571,-0.0044158510,0.0764170367
4413,5.3948631603,0.0099040245,1.0044322018,100.000000,0.54628571,-0.0044159747,0.0764160367
4415,5.3931879689,0.0101760967,1.0044336080,100.000000,0.54628571,-0.0044160924,0.0764150385
4417,5.3915770265,0.0103724245,1.0044350091,100.000000,0.54628571,-0.0044162041,0.0764140511
4419,5.3900366342,0.0104930301,1.0044364048,100.000000,0.54628571,-0.0044163099,0.0764130816
4421,5.3885721926,0.0105385474,1.0044377945,100.000000,0.54628571,-0.0044164095,0.0764121344
4423,5.3871882016,0.0105102015,1.0044391778,100.000000,0.54628571,-0.0044165032,0.0764112119
4425,5.3858882737,0.0104097766,1.0044405543,100.000000,0.54628571,-0.0044165909,0.0764103135
4427,5.3846751587,0.0102395693,1.0044419235,100.000000,0.54628571,-0.0044166725,0.0764094364
4429,5.3835507815,0.0100023285,1.0044432851,100.000000,0.54628571,-0.0044167483,0.0764085754
4431,5.3825162957,0.0097011824,1.0044446386,100.000000,0.54628571,-0.0044168181,0.0764077236
4433,5.3815721516,0.0093395544,1.0044459836,100.000000,0.54628571,-0.0044168820,0.0764068725
4435,5.3807181814,0.0089210725,1.0044473197,100.000000,0.54628571,-0.0044169400,0.0764060126
4437,5.3799537004,0.0084494773,1.0044486466,100.000000,0.54628571,-0.0044169922,0.0764051337
4439,5.3792776234,0.0079285325,1.0044499636,100.000000,0.54628571,-0.0044170385,0.0764042259
4441,5.3786885941,0.0073619446,1.0044512704,100.000000,0.54628571,-0.0044170789,0.0764032796
4443,5.3781851243,0.0067532981,1.0044525666,100.000000,0.54628571,-0.0044171134,0.0764022862
4445,5.3777657379,0.0061060073,1.0044538517,100.000000,0.54628571,-0.0044171421,0.0764012383
4447,5.3774291135,0.0054232923,1.0044551252,100.000000,0.54628571,-0.0044171649,0.0764001302
4449,5.3771742203,0.0047081773,1.0044563868,100.000000,0.54628571,-0.0044171819,0.0763989577
4451,5.3770004383,0.0039635131,1.0044576361,100.000000,0.54628571,-0.0044171930,0.0763977189
4453,5.3769076569,0.0031920222,1.0044588727,100.000000,0.54628571,-0.0044171984,0.0763964132
4455,5.3768963441,0.0023963622,1.0044600964,100.000000,0.54628571,-0.0044171982,0.0763950422
4457,5.3769675799,0.0015792044,1.0044613070,100.000000,0.54628571,-0.0044171924,0.0763936087
4459,5.3771230502,0.0007433211,1.0044625042,100.000000,0.54628571,-0.0044171812,0.0763921168
4461,5.3773649964,-0.0001083230,1.0044636881,100.000000,0.54628571,-0.0044171650,0.0763905719
4463,5.3776961209,-0.0009724825,1.0044648585,100.000000,0.54628571,-0.0044171438,0.0763889795
4465,5.3781194483,-0.0018455504,1.0044660155,100.000000,0.54628571,-0.0044171181,0.0763873460
4467,5.3786381471,-0.0027234902,1.0044671593,100.000000,0.54628571,-0.0044170882,0.0763856772
4469,5.3792553167,-0.0036017848,1.0044682902,100.000000,0.54628571,-0.0044170543,0.0763839790
4471,5.3799737481,-0.0044754043,1.0044694084,100.000000,0.54628571,-0.0044170170,0.0763822566
4473,5.3807956676,-0.0053387961,1.0044705143,100.000000,0.54628571,-0.0044169767,0.0763805142
4475,5.3817224745,-0.0061858963,1.0044716084,100.000000,0.54628571,-0.0044169337,0.0763787554
4477,5.3827544856,-0.0070101631,1.0044726912,100.000000,0.54628571,-0.0044168886,0.0763769827
4479,5.3838906982,-0.0078046321,1.0044737633,100.000000,0.54628571,-0.0044168418,0.0763751976
4481,5.3851285830,-0.0085619900,1.0044748254,100.000000,0.54628571,-0.0044167937,0.0763734008
4483,5.3864639200,-0.0092746669,1.0044758780,100.000000,0.54628571,-0.0044167447,0.0763715923
4485,5.3878906854,-0.0099349446,1.0044769220,100.000000,0.54628571,-0.0044166954,0.0763697715
4487,5.3894009998,-0.0105350777,1.0044779582,100.000000,0.54628571,-0.0044166460,0.0763679376
4489,5.3909851413,-0.0110674278,1.0044789872,100.000000,0.54628571,-0.0044165971,0.0763660895
4491,5.3926316290,-0.0115246058,1.0044800099,100.000000,0.54628571,-0.0044165488,0.0763642267
4493,5.3943273770,-0.0118996220,1.0044810270,100.000000,0.54628571,-0.0044165016,0.0763623490
4495,5.3960579162,-0.0121860411,1.0044820395,100.000000,0.54628571,-0.0044164557,0.0763604567
4497,5.3978076796,-0.0123781381,1.0044830480,100.000000,0.54628571,-0.0044164113,0.0763585513
4499,5.3995603429,-0.0124710530,1.0044840535,100.000000,0.54628571,-0.0044163687,0.0763566351
4501,5.4012992105,-0.0124609404,1.0044850566,100.000000,0.54628571,-0.0044163281,0.0763547117
4503,5.4030076328,-0.0123451084,1.0044860582,100.000000,0.54628571,-0.0044162895,0.0763527856
4505,5.4046694418,-0.0121221438,1.0044870590,100.000000,0.54628571,-0.0044162531,0.0763508624
4507,5.4062693875,-0.0117920163,1.0044880598,100.000000,0.54628571,-0.0044162190,0.0763489489
4509,5.4077935582,-0.0113561586,1.0044890614,100.000000,0.54628571,-0.0044161871,0.0763470523
4511,5.4092297679,-0.0108175154,1.0044900643,100.000000,0.54628571,-0.0044161574,0.0763451807
4513,5.4105678938,-0.0101805586,1.0044910694,100.000000,0.54628571,-0.0044161301,0.0763433424
4515,5.4118001480,-0.0094512644,1.0044920773,100.000000,0.54628571,-0.0044161049,0.0763415459
4517,5.4129212706,-0.0086370501,1.0044930887,100.000000,0.54628571,-0.0044160818,0.0763397995
4519,5.4139286329,-0.0077466713,1.0044941042,100.000000,0.54628571,-0.0044160607,0.0763381111
4521,5.4148222440,-0.0067900809,1.0044951244,100.000000,0.54628571,-0.0044160417,0.0763364880
4523,5.4156046583,-0.0057782528,1.0044961500,100.000000,0.54628571,-0.0044160245,0.0763349369
4525,5.4162807836,-0.0047229777,1.0044971816,100.000000,0.54628571,-0.0044160090,0.0763334632
4527,5.4168575974,-0.0036366367,1.0044982196,100.000000,0.54628571,-0.0044159953,0.0763320719
4529,5.4173437815,-0.0025319624,1.0044992647,100.000000,0.54628571,-0.0044159831,0.0763307664
4531,5.4177492890,-0.0014217971,1.0045003173,100.000000,0.54628571,-0.0044159726,0.0763295494
4533,5.4180848632,-0.0003188567,1.0045013780,100.000000,0.54628571,-0.0044159635,0.0763284227
4535,5.4183615280,0.0007644908,1.0045024471,100.000000,0.54628571,-0.0044159558,0.0763273871
4537,5.4185900741,0.0018164230,1.0045035252,100.000000,0.54628571,-0.0044159494,0.0763264427
4539,5.4187805629,0.0028258339,1.0045046127,100.000000,0.54628571,-0.0044159444,0.0763255888
4541,5.4189418722,0.0037824709,1.0045057098,100.000000,0.54628571,-0.0044159406,0.0763248243
4543,5.4190813023,0.0046770394,1.0045068170,100.000000,0.54628571,-0.0044159379,0.0763241475
4545,5.4192042614,0.0055012735,1.0045079346,100.000000,0.54628571,-0.0044159362,0.0763235564
4547,5.4193140431,0.0062479771,1.0045090629,100.000000,0.54628571,-0.0044159354,0.0763230485
4549,5.4194117052,0.0069110384,1.0045102020,100.000000,0.54628571,-0.0044159354,0.0763226212
4551,5.4194960520,0.0074854244,1.0045113522,100.000000,0.54628571,-0.0044159361,0.0763222714
4553,5.4195637201,0.0079671595,1.0045125138,100.000000,0.54628571,-0.0044159371,0.0763219956
4555,5.4196093604,0.0083532952,1.0045136868,100.000000,0.54628571,-0.0044159384,0.0763217900
4557,5.4196259049,0.0086418747,1.0045148713,100.000000,0.54628571,-0.0044159396,0.0763216503
4559,5.4196049043,0.0088318964,1.0045160675,100.000000,0.54628571,-0.0044159406,0.0763215715
4561,5.4195369188,0.0089232795,1.0045172753,100.000000,0.54628571,-0.0044159412,0.0763215482
4563,5.4194119422,0.0089168307,1.0045184948,100.000000,0.54628571,-0.0044159410,0.0763215743
4565,5.4192198413,0.0088142148,1.0045197259,100.000000,0.54628571,-0.0044159398,0.0763216429
4567,5.4189507880,0.0086179251,1.0045209685,100.000000,0.54628571,-0.0044159375,0.0763217465
4569,5.4185956700,0.0083312523,1.0045222224,100.000000,0.54628571,-0.0044159338,0.0763218768
4571,5.4181464598,0.0079582512,1.0045234875,100.000000,0.54628571,-0.0044159284,0.0763220251
4573,5.4175965323,0.0075036993,1.0045247636,100.000000,0.54628571,-0.0044159212,0.0763221820
4575,5.4169409183,0.0069730491,1.0045260502,100.000000,0.54628571,-0.0044159119,0.0763223376
4577,5.4161764889,0.0063723689,1.0045273472,100.000000,0.54628571,-0.0044159005,0.0763224822
4579,5.4153020666,0.0057082745,1.0045286539,100.000000,0.54628571,-0.0044158867,0.0763226056
4581,5.4143184637,0.0049878511,1.0045299700,100.000000,0.54628571,-0.0044158704,0.0763226981
4583,5.4132284515,0.0042185652,1.0045312949,100.000000,0.54628571,-0.0044158515,0.0763227504
4585,5.4120366654,0.0034081719,1.0045326280,100.000000,0.54628571,-0.0044158297,0.0763227538
4587,5.4107494554,0.0025646170,1.0045339686,100.000000,0.54628571,-0.0044158051,0.0763227006
4589,5.4093746908,0.0016959392,1.0045353161,100.000000,0.54628571,-0.0044157773,0.0763225844
4591,5.4079215294,0.0008101749,1.0045366696,100.000000,0.54628571,-0.0044157463,0.0763224000
4593,5.4064001644,-0.0000847321,1.0045380285,100.000000,0.54628571,-0.0044157120,0.0763221440
4595,5.4048215585,-0.0009810123,1.0045393918,100.000000,0.54628571,-0.0044156741,0.0763218147
4597,5.4031971762,-0.0018711424,1.0045407589,100.000000,0.54628571,-0.0044156326,0.0763214121
4599,5.4015387247,-0.0027479072,1.0045421288,100.000000,0.54628571,-0.0044155872,0.0763209382
4601,5.3998579109,-0.0036044492,1.0045435006,100.000000,0.54628571,-0.0044155378,0.0763203968
4603,5.3981662217,-0.0044343097,1.0045448737,100.000000,0.54628571,-0.0044154842,0.0763197930
4605,5.3964747324,-0.0052314585,1.0045462472,100.000000,0.54628571,-0.0044154263,0.0763191337
4607,5.3947939469,-0.0059903186,1.0045476202,100.000000,0.54628571,-0.0044153639,0.0763184267
4609,5.3931336706,-0.0067057834,1.0045489921,100.000000,0.54628571,-0.0044152968,0.0763176808
4611,5.3915029167,-0.0073732311,1.0045503622,100.000000,0.54628571,-0.0044152250,0.0763169050
4613,5.3899098443,-0.0079885371,1.0045517298,100.000000,0.54628571,-0.0044151482,0.0763161085
4615,5.3883617253,-0.0085480842,1.0045530943,100.000000,0.54628571,-0.0044150664,0.0763152998
4617,5.3868649376,-0.0090487728,1.0045544551,100.000000,0.54628571,-0.0044149794,0.0763144869
4619,5.3854249803,-0.0094880287,1.0045558116,100.000000,0.54628571,-0.0044148873,0.0763136763
4621,5.3840465071,-0.0098638098,1.0045571635,100.000000,0.54628571,-0.0044147898,0.0763128732
4623,5.3827333739,-0.0101746081,1.0045585101,100.000000,0.54628571,-0.0044146870,0.0763120807
4625,5.3814886976,-0.0104194456,1.0045598510,100.000000,0.54628571,-0.0044145788,0.0763113002
4627,5.3803149214,-0.0105978641,1.0045611859,100.000000,0.54628571,-0.0044144652,0.0763105311
4629,5.3792138867,-0.0107099040,1.0045625143,100.000000,0.54628571,-0.0044143462,0.0763097707
4631,5.3781869079,-0.0107560745,1.0045638357,100.000000,0.54628571,-0.0044142218,0.0763090146
4633,5.3772348488,-0.0107373121,1.0045651498,100.000000,0.54628571,-0.0044140919,0.0763082567
4635,5.3763582019,-0.0106549301,1.0045664561,100.000000,0.54628571,-0.0044139566,0.0763074898
4637,5.3755571671,-0.0105105591,1.0045677543,100.000000,0.54628571,-0.0044138159,0.0763067057
4639,5.3748317328,-0.0103060822,1.0045690438,100.000000,0.54628571,-0.0044136699,0.0763058955
4641,5.3741817564,-0.0100435683,1.0045703243,100.000000,0.54628571,-0.0044135184,0.0763050507
4643,5.3736070447,-0.0097252062,1.0045715952,100.000000,0.54628571,-0.0044133617,0.0763041627
4645,5.3731074335,-0.0093532459,1.0045728563,100.000000,0.54628571,-0.0044131996,0.0763032241
4647,5.3726828638,-0.0089299485,1.0045741070,100.000000,0.54628571,-0.0044130322,0.0763022282
4649,5.3723334527,-0.0084575512,1.0045753469,100.000000,0.54628571,-0.0044128596,0.0763011700
4651,5.3720595567,-0.0079382473,1.0045765755,100.000000,0.54628571,-0.0044126818,0.0763000459
4653,5.3718618231,-0.0073741858,1.0045777926,100.000000,0.54628571,-0.0044124989,0.0762988542
4655,5.3717412270,-0.0067674883,1.0045789978,100.000000,0.54628571,-0.0044123109,0.0762975948
4657,5.3716990888,-0.0061202847,1.0045801908,100.000000,0.54628571,-0.0044121180,0.0762962693
4659,5.3717370707,-0.0054347636,1.0045813712,100.000000,0.54628571,-0.0044119204,0.0762948807
4661,5.3718571473,-0.0047132359,1.0045825391,100.000000,0.54628571,-0.0044117182,0.0762934336
4663,5.3720615501,-0.0039582064,1.0045836941,100.000000,0.54628571,-0.0044115115,0.0762919334
4665,5.3723526838,-0.0031724490,1.0045848363,100.000000,0.54628571,-0.0044113008,0.0762903863
4667,5.3727330152,-0.0023590813,1.0045859657,100.000000,0.54628571,-0.0044110861,0.0762887990
4669,5.3732049374,-0.0015216330,1.0045870823,100.000000,0.54628571,-0.0044108679,0.0762871782
4671,5.3737706126,-0.0006641043,1.0045881865,100.000000,0.54628571,-0.0044106464,0.0762855304
4673,5.3744317975,0.0002089888,1.0045892783,100.000000,0.54628571,-0.0044104221,0.0762838617
4675,5.3751896602,0.0010925869,1.0045903581,100.000000,0.54628571,-0.0044101952,0.0762821774
4677,5.3760445937,0.0019810770,1.0045914263,100.000000,0.54628571,-0.0044099663,0.0762804820
4679,5.3769960360,0.0028683027,1.0045924834,100.000000,0.54628571,-0.0044097356,0.0762787792
4681,5.3780423058,0.0037475939,1.0045935298,100.000000,0.54628571,-0.0044095035,0.0762770713
4683,5.3791804609,0.0046118164,1.0045945662,100.000000,0.54628571,-0.0044092706,0.0762753601
4685,5.3804061895,0.0054534392,1.0045955931,100.000000,0.54628571,-0.0044090371,0.0762736463
4687,5.3817137411,0.0062646197,1.0045966113,100.000000,0.54628571,-0.0044088034,0.0762719300
4689,5.3830959026,0.0070373035,1.0045976213,100.000000,0.54628571,-0.0044085699,0.0762702107
4691,5.3845440254,0.0077633376,1.0045986239,100.000000,0.54628571,-0.0044083370,0.0762684876
4693,5.3860481040,0.0084345953,1.0045996198,100.000000,0.54628571,-0.0044081048,0.0762667602
4695,5.3875969093,0.0090431089,1.0046006097,100.000000,0.54628571,-0.0044078738,0.0762650276
4697,5.3891781723,0.0095812109,1.0046015944,100.000000,0.54628571,-0.0044076442,0.0762632899
4699,5.3907788152,0.0100416782,1.0046025746,100.000000,0.54628571,-0.0044074161,0.0762615475
4701,5.3923852242,0.0104178786,1.0046035510,100.000000,0.54628571,-0.0044071898,0.0762598017
4703,5.3939835550,0.0107039160,1.0046045244,100.000000,0.54628571,-0.0044069655,0.0762580546
4705,5.3955600610,0.0108947713,1.0046054955,100.000000,0.54628571,-0.0044067432,0.0762563093
4707,5.3971014339,0.0109864348,1.0046064649,100.000000,0.54628571,-0.0044065231,0.0762545701
4709,5.3985951425,0.0109760272,1.0046074333,100.000000,0.54628571,-0.0044063052,0.0762528418
4711,5.4000297583,0.0108619033,1.0046084015,100.000000,0.54628571,-0.0044060897,0.0762511304
4713,5.4013952542,0.0106437370,1.0046093700,100.000000,0.54628571,-0.0044058765,0.0762494425
4715,5.4026832630,0.0103225795,1.0046103395,100.000000,0.54628571,-0.0044056655,0.0762477849
4717,5.4038872852,0.0099008910,1.0046113107,100.000000,0.54628571,-0.0044054569,0.0762461651
4719,5.4050028352,0.0093825403,1.0046122841,100.000000,0.54628571,-0.0044052506,0.0762445903
4721,5.4060275183,0.0087727716,1.0046132603,100.000000,0.54628571,-0.0044050464,0.0762430679
4723,5.4069610326,0.0080781368,1.0046142399,100.000000,0.54628571,-0.0044048444,0.0762416046
4725,5.4078050939,0.0073063951,1.0046152235,100.000000,0.54628571,-0.0044046445,0.0762402068
4727,5.4085632841,0.0064663820,1.0046162116,100.000000,0.54628571,-0.0044044467,0.0762388799
4729,5.4092408273,0.0055678509,1.0046172047,100.000000,0.54628571,-0.0044042508,0.0762376286
4731,5.4098443012,0.0046212933,1.0046182034,100.000000,0.54628571,-0.0044040568,0.0762364566
4733,5.4103812943,0.0036377437,1.0046192082,100.000000,0.54628571,-0.0044038646,0.0762353666
4735,5.4108600229,0.0026285772,1.0046202196,100.000000,0.54628571,-0.0044036743,0.0762343603
4737,5.4112889238,0.0016053052,1.0046212379,100.000000,0.54628571,-0.0044034856,0.0762334385
4739,5.4116762396,0.0005793794,1.0046222637,100.000000,0.54628571,-0.0044032986,0.0762326010
4741,5.4120296154,-0.0004379918,1.0046232975,100.000000,0.54628571,-0.0044031133,0.0762318466
4743,5.4123557241,-0.0014360079,1.0046243394,100.000000,0.54628571,-0.0044029295,0.0762311735
4745,5.4126599384,-0.0024044174,1.0046253901,100.000000,0.54628571,-0.0044027472,0.0762305794
4747,5.4129460632,-0.0033336347,1.0046264497,100.000000,0.54628571,-0.0044025664,0.0762300613
4749,5.4132161412,-0.0042148302,1.0046275186,100.000000,0.54628571,-0.0044023869,0.0762296155
4751,5.4134703405,-0.0050399960,1.0046285971,100.000000,0.54628571,-0.0044022088,0.0762292383
4753,5.4137069277,-0.0058019887,1.0046296854,100.000000,0.54628571,-0.0044020317,0.0762289256
4755,5.4139223293,-0.0064945527,1.0046307838,100.000000,0.54628571,-0.0044018558,0.0762286727
4757,5.4141112757,-0.0071123285,1.0046318924,100.000000,0.54628571,-0.0044016806,0.0762284750
4759,5.4142670214,-0.0076508492,1.0046330113,100.000000,0.54628571,-0.0044015062,0.0762283274
4761,5.4143816311,-0.0081065292,1.0046341406,100.000000,0.54628571,-0.0044013324,0.0762282248
4763,5.4144463162,-0.0084766491,1.0046352805,100.000000,0.54628571,-0.0044011588,0.0762281617
4765,5.4144518077,-0.0087593378,1.0046364308,100.000000,0.54628571,-0.0044009854,0.0762281322
4767,5.4143887471,-0.0089535549,1.0046375917,100.000000,0.54628571,-0.0044008119,0.0762281304
4769,5.4142480791,-0.0090590719,1.0046387630,100.000000,0.54628571,-0.0044006380,0.0762281499
4771,5.4140214283,-0.0090764538,1.0046399445,100.000000,0.54628571,-0.0044004636,0.0762281841
4773,5.4137014444,-0.0090070387,1.0046411363,100.000000,0.54628571,-0.0044002884,0.0762282262
4775,5.4132821040,-0.0088529139,1.0046423379,100.000000,0.54628571,-0.0044001122,0.0762282693
4777,5.4127589554,-0.0086168876,1.0046435491,100.000000,0.54628571,-0.0043999347,0.0762283063
4779,5.4121293011,-0.0083024541,1.0046447697,100.000000,0.54628571,-0.0043997559,0.0762283301
4781,5.4113923117,-0.0079137510,1.0046459993,100.000000,0.54628571,-0.0043995754,0.0762283337
4783,5.4105490705,-0.0074555083,1.0046472374,100.000000,0.54628571,-0.0043993930,0.0762283105
4785,5.4096025493,-0.0069329893,1.0046484835,100.000000,0.54628571,-0.0043992087,0.0762282543
4787,5.4085575219,-0.0063519230,1.0046497372,100.000000,0.54628571,-0.0043990222,0.0762281592
4789,5.4074204197,-0.0057184311,1.0046509978,100.000000,0.54628571,-0.0043988333,0.0762280204
4791,5.4061991401,-0.0050389494,1.0046522648,100.000000,0.54628571,-0.0043986420,0.0762278337
4793,5.4049028177,-0.0043201472,1.0046535375,100.000000,0.54628571,-0.0043984479,0.0762275961
4795,5.4035415684,-0.0035688469,1.0046548152,100.000000,0.54628571,-0.0043982511,0.0762273057
4797,5.4021262190,-0.0027919450,1.0046560973,100.000000,0.54628571,-0.0043980512,0.0762269619
4799,5.4006680328,-0.0019963381,1.0046573830,100.000000,0.54628571,-0.0043978482,0.0762265652
4801,5.3991784422,-0.0011888549,1.0046586716,100.000000,0.54628571,-0.0043976420,0.0762261177
4803,5.3976687968,-0.0003761945,1.0046599623,100.000000,0.54628571,-0.0043974323,0.0762256224
4805,5.3961501355,0.0004351266,1.0046612544,100.000000,0.54628571,-0.0043972190,0.0762250838
4807,5.3946329883,0.0012388202,1.0046625473,100.000000,0.54628571,-0.0043970020,0.0762245071
4809,5.3931272126,0.0020288650,1.0046638401,100.000000,0.54628571,-0.0043967811,0.0762238984
4811,5.3916418661,0.0027995385,1.0046651323,100.000000,0.54628571,-0.0043965563,0.0762232645
4813,5.3901851173,0.0035454438,1.0046664231,100.000000,0.54628571,-0.0043963273,0.0762226122
4815,5.3887641931,0.0042615323,1.0046677120,100.000000,0.54628571,-0.0043960942,0.0762219484
4817,5.3873853595,0.0049431229,1.0046689984,100.000000,0.54628571,-0.0043958567,0.0762212796
4819,5.3860539353,0.0055859194,1.0046702817,100.000000,0.54628571,-0.0043956149,0.0762206116
4821,5.3847743308,0.0061860252,1.0046715613,100.000000,0.54628571,-0.0043953685,0.0762199492
4823,5.3835501097,0.0067399565,1.0046728368,100.000000,0.54628571,-0.0043951176,0.0762192962
4825,5.3823840672,0.0072446522,1.0046741077,100.000000,0.54628571,-0.0043948621,0.0762186546
4827,5.3812783208,0.0076974807,1.0046753735,100.000000,0.54628571,-0.0043946019,0.0762180251
4829,5.3802344085,0.0080962425,1.0046766339,100.000000,0.54628571,-0.0043943370,0.0762174067
4831,5.3792533891,0.0084391656,1.0046778883,100.000000,0.54628571,-0.0043940674,0.0762167968
4833,5.3783359443,0.0087248959,1.0046791363,100.000000,0.54628571,-0.0043937931,0.0762161911
4835,5.3774824755,0.0089524786,1.0046803775,100.000000,0.54628571,-0.0043935140,0.0762155842
4837,5.3766931968,0.0091213324,1.0046816115,100.000000,0.54628571,-0.0043932302,0.0762149694
4839,5.3759682203,0.0092312169,1.0046828379,100.000000,0.54628571,-0.0043929417,0.0762143393
4841,5.3753076344,0.0092821925,1.0046840563,100.000000,0.54628571,-0.0043926484,0.0762136858
4843,5.3747115725,0.0092745774,1.0046852661,100.000000,0.54628571,-0.0043923505,0.0762130009
4845,5.3741802741,0.0092089015,1.0046864671,100.000000,0.54628571,-0.0043920478,0.0762122766
4847,5.3737141358,0.0090858615,1.0046876586,100.000000,0.54628571,-0.0043917405,0.0762115056
4849,5.3733137537,0.0089062808,1.0046888404,100.000000,0.54628571,-0.0043914286,0.0762106815
4851,5.3729799552,0.0086710753,1.0046900120,100.000000,0.54628571,-0.0043911121,0.0762097990
4853,5.3727138207,0.0083812302,1.0046911731,100.000000,0.54628571,-0.0043907911,0.0762088542
4855,5.3725166930,0.0080377885,1.0046923231,100.000000,0.54628571,-0.0043904656,0.0762078447
4857,5.3723901742,0.0076418536,1.0046934619,100.000000,0.54628571,-0.0043901358,0.0762067696
4859,5.3723361092,0.0071946064,1.0046945890,100.000000,0.54628571,-0.0043898017,0.0762056296
4861,5.3723565522,0.0066973360,1.0046957043,100.000000,0.54628571,-0.0043894635,0.0762044269
4863,5.3724537193,0.0061514831,1.0046968075,100.000000,0.54628571,-0.0043891213,0.0762031649
4865,5.3726299216,0.0055586941,1.0046978985,100.000000,0.54628571,-0.0043887753,0.0762018482
4867,5.3728874839,0.0049208819,1.0046989771,100.000000,0.54628571,-0.0043884257,0.0762004821
4869,5.3732286456,0.0042402906,1.0047000435,100.000000,0.54628571,-0.0043880726,0.0761990726
4871,5.3736554482,0.0035195597,1.0047010976,100.000000,0.54628571,-0.0043877165,0.0761976260
4873,5.3741696107,0.0027617845,1.0047021395,100.000000,0.54628571,-0.0043873575,0.0761961484
4875,5.3747723966,0.0019705683,1.0047031694,100.000000,0.54628571,-0.0043869959,0.0761946458
4877,5.3754644780,0.0011500629,1.0047041877,100.000000,0.54628571,-0.0043866321,0.0761931237
4879,5.3762458007,0.0003049966,1.0047051945,100.000000,0.54628571,-0.0043862663,0.0761915868
4881,5.3771154569,-0.0005593158,1.0047061904,100.000000,0.54628571,-0.0043858990,0.0761900392
4883,5.3780715715,-0.0014369786,1.0047071757,100.000000,0.54628571,-0.0043855305,0.0761884840
4885,5.3791112083,-0.0023215395,1.0047081509,100.000000,0.54628571,-0.0043851610,0.0761869233
4887,5.3802303013,-0.0032060319,1.0047091166,100.000000,0.54628571,-0.0043847911,0.0761853588
4889,5.3814236174,-0.0040830340,1.0047100734,100.000000,0.54628571,-0.0043844209,0.0761837909
4891,5.3826847535,-0.0049447447,1.0047110218,100.000000,0.54628571,-0.0043840508,0.0761822200
4893,5.3840061717,-0.0057830735,1.0047119625,100.000000,0.54628571,-0.0043836812,0.0761806456
4895,5.3853792754,-0.0065897445,1.0047128962,100.000000,0.54628571,-0.0043833122,0.0761790674
4897,5.3867945232,-0.0073564104,1.0047138234,100.000000,0.54628571,-0.0043829442,0.0761774849
4899,5.3882415831,-0.0080747767,1.0047147449,100.000000,0.54628571,-0.0043825775,0.0761758979
4901,5.3897095205,-0.0087367325,1.0047156613,100.000000,0.54628571,-0.0043822121,0.0761743065
4903,5.3911870162,-0.0093344861,1.0047165734,100.000000,0.54628571,-0.0043818484,0.0761727117
4905,5.3926626087,-0.0098607029,1.0047174817,100.000000,0.54628571,-0.0043814865,0.0761711148
4907,5.3941249518,-0.0103086434,1.0047183869,100.000000,0.54628571,-0.0043811265,0.0761695183
4909,5.3955630798,-0.0106722969,1.0047192897,100.000000,0.54628571,-0.0043807685,0.0761679252
4911,5.3969666696,-0.0109465106,1.0047201906,100.000000,0.54628571,-0.0043804127,0.0761663397
4913,5.3983262918,-0.0111271072,1.0047210903,100.000000,0.54628571,-0.0043800592,0.0761647666
4915,5.3996336380,-0.0112109907,1.0047219894,100.000000,0.54628571,-0.0043797079,0.0761632114
4917,5.4008817183,-0.0111962348,1.0047228885,100.000000,0.54628571,-0.0043793590,0.0761616803
4919,5.4020650169,-0.0110821513,1.0047237881,100.000000,0.54628571,-0.0043790124,0.0761601796
4921,5.4031796016,-0.0108693350,1.0047246889,100.000000,0.54628571,-0.0043786682,0.0761587160
